iter	Logloss	Accuracy
883	0.3462236897	0.8518615902
884	0.3461545164	0.8517564156
885	0.3460607371	0.8517564156
886	0.3459462406	0.8519667648
887	0.3458586574	0.8518090029
888	0.3457939431	0.8518615902
889	0.3457392908	0.8518615902
890	0.3456628463	0.8518090029
891	0.3455805736	0.8518615902
892	0.3455112377	0.8519667648
893	0.345481237	0.8519141775
894	0.3453977102	0.8519667648
895	0.3453300176	0.8520193521
896	0.3452549062	0.8519141775
897	0.3452081468	0.8518090029
898	0.345134156	0.8519667648
899	0.3450469054	0.8521245267
900	0.3449759148	0.852177114
901	0.3449125667	0.852177114
902	0.3448415065	0.8523348759
903	0.3447414608	0.852177114
904	0.3446074781	0.8519667648
905	0.344533252	0.8521245267
906	0.3444654717	0.852177114
907	0.3444289282	0.852177114
908	0.3443781056	0.852177114
909	0.3443227904	0.852177114
910	0.3442270663	0.8522822886
911	0.3441372984	0.8523348759
912	0.3441128026	0.8522822886
913	0.3440330548	0.8524400505
914	0.3440130425	0.8524400505
915	0.343914046	0.852702987
916	0.3438704627	0.8526503997
917	0.3437603247	0.8528607488
918	0.3436863144	0.8528081615
919	0.3436139945	0.852702987
920	0.3435092185	0.852702987
921	0.343456981	0.8528607488
922	0.3433514118	0.853071098
923	0.343278751	0.8529659234
924	0.3432160569	0.8531762726
925	0.3431439256	0.8532814472
926	0.3430842266	0.8533340345
927	0.3430158585	0.8533340345
928	0.3428904991	0.8533866218
929	0.3428420165	0.8533866218
930	0.3427947235	0.8533340345
931	0.3427282384	0.8533340345
932	0.3426413168	0.8533866218
933	0.3425116292	0.8533340345
934	0.342441264	0.8534392091
935	0.3423442515	0.8535443837
936	0.3422644548	0.853596971
937	0.342187994	0.8536495583
938	0.3420930779	0.853596971
939	0.3420154376	0.8538599074
940	0.3419551106	0.8537021456
941	0.3418496803	0.8540176693
942	0.3417718425	0.8541228439
943	0.3417217442	0.8540176693
944	0.3416728902	0.8540176693
945	0.3416024185	0.8541754312
946	0.3415116158	0.8542280185
947	0.3414825963	0.8542280185
948	0.3414605793	0.8542806058
949	0.3414138063	0.8543857804
950	0.341344028	0.854490955
951	0.3412753183	0.8544383677
952	0.3412233529	0.8544383677
953	0.3411709585	0.8543857804
954	0.3411279813	0.8544383677
955	0.3410489319	0.8543857804
956	0.3409755822	0.8541754312
957	0.3409166562	0.8542806058
958	0.3408089583	0.8544383677
959	0.3407196448	0.8543857804
960	0.3406499337	0.8543857804
961	0.340547271	0.854490955
962	0.3404402435	0.854490955
963	0.3403662436	0.8546487169
964	0.3403045841	0.8547013042
965	0.3402220226	0.8548064788
966	0.3401688579	0.8548064788
967	0.3400957201	0.8547538915
968	0.3400071522	0.8547538915
969	0.3398814705	0.854859066
970	0.3397650952	0.854859066
971	0.3397221333	0.854859066
972	0.3396623909	0.8548064788
973	0.3395961321	0.8548064788
974	0.3395094263	0.8550694152
975	0.3394579678	0.8550694152
976	0.3393530322	0.8549642406
977	0.3392545878	0.8551220025
978	0.33920014	0.8550168279
979	0.3391449332	0.8550168279
980	0.3390243211	0.8551220025
981	0.338914309	0.8552797644
982	0.3388575817	0.8553323517
983	0.3387704567	0.8551745898
984	0.338689386	0.8552797644
985	0.3386065739	0.8553323517
986	0.3385636269	0.8553323517
987	0.338479674	0.8553323517
988	0.3383632061	0.855384939
989	0.3383386662	0.8554375263
990	0.3382616347	0.8554901136
991	0.3381831081	0.8554375263
992	0.3381242175	0.8554375263
993	0.3380584881	0.8556478755
994	0.3380047815	0.8555952882
995	0.3379370074	0.8556478755
996	0.3379104392	0.8557004628
997	0.3378049891	0.8556478755
998	0.3377414968	0.8554375263
999	0.3376672463	0.8554375263
